Transaction Date,Customer ID,Customer Name,Order ID,Product ID,Product Name,Product Category,Quantity,Unit Price,Total Amount,Transaction Type,Return Reason 
10/07/2023,C338,Customer 338,ORD02494,P050,Classic Casual Jackets,Jackets,-3,180.01,-540.03,RETURN,Fit Issues
05/17/2023,C176,Customer 176,ORD02495,P004,Ultra Casual Shirts,Shirts,2,118.58,237.16,PURCHASE,
12/15/2023,C104,Customer 104,ORD02496,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
12/20/2023,C104,Customer 104,ORD02496,P005,Slim Vintage Pants,Pants,-1,225.34,-225.34,RETURN,Defective Product
05/01/2023,C084,Customer 84,ORD02497,P003,Basic Athletic Shirts,Shirts,2,194.57,389.14,PURCHASE,
09/11/2023,C053,Customer 53,ORD02498,P032,Ultra Casual Accessories,Accessories,1,252.74,252.74,PURCHASE,
09/21/2023,C053,Customer 53,ORD02498,P032,Ultra Casual Accessories,Accessories,-1,252.74,-252.74,RETURN,Better Price Found
04/24/2023,C472,Customer 472,ORD02499,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
10/28/2023,C062,Customer 62,ORD02500,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
11/02/2023,C062,Customer 62,ORD02500,P020,Classic Vintage Footwear,Footwear,-2,199.09,-398.18,RETURN,Wrong Size
06/08/2023,C401,Customer 401,ORD02501,P025,Slim Vintage Shirts,Shirts,1,90.71,90.71,PURCHASE,
04/11/2023,C456,Customer 456,ORD02502,P035,Basic Athletic Activewear,Activewear,2,242.57,485.14,PURCHASE,
04/13/2023,C456,Customer 456,ORD02502,P035,Basic Athletic Activewear,Activewear,-2,242.57,-485.14,RETURN,Not As Described
12/19/2023,C316,Customer 316,ORD02503,P018,Deluxe Casual Underwear,Underwear,2,175.89,351.78,PURCHASE,
07/08/2023,C291,Customer 291,ORD02504,P035,Basic Athletic Activewear,Activewear,1,242.57,242.57,PURCHASE,
03/08/2023,C416,Customer 416,ORD02505,P022,Signature Formal Jackets,Jackets,2,61.31,122.62,PURCHASE,
06/12/2023,C488,Customer 488,ORD02506,P021,Basic Athletic Swimwear,Swimwear,1,128.01,128.01,PURCHASE,
06/24/2023,C488,Customer 488,ORD02506,P021,Basic Athletic Swimwear,Swimwear,-1,128.01,-128.01,RETURN,Quality Issues
10/04/2023,C357,Customer 357,ORD02507,P031,Classic Vintage Swimwear,Swimwear,2,282.96,565.92,PURCHASE,
09/02/2023,C203,Customer 203,ORD02508,P010,Premium Casual Accessories,Accessories,1,139.32,139.32,PURCHASE,
09/12/2023,C203,Customer 203,ORD02508,P010,Premium Casual Accessories,Accessories,-1,139.32,-139.32,RETURN,Changed Mind
04/11/2023,C299,Customer 299,ORD02509,P023,Luxury Casual Footwear,Footwear,3,283.44,850.32,PURCHASE,
04/15/2023,C299,Customer 299,ORD02509,P023,Luxury Casual Footwear,Footwear,-3,283.44,-850.32,RETURN,Defective Product
07/03/2023,C237,Customer 237,ORD02510,P034,Signature Modern Outerwear,Outerwear,1,289.46,289.46,PURCHASE,
07/10/2023,C237,Customer 237,ORD02510,P034,Signature Modern Outerwear,Outerwear,-1,289.46,-289.46,RETURN,Color Mismatch
11/15/2023,C145,Customer 145,ORD02511,P001,Classic Formal Dresses,Dresses,2,146.34,292.68,PURCHASE,
04/10/2023,C228,Customer 228,ORD02512,P043,Deluxe Formal Underwear,Underwear,3,79.21,237.63,PURCHASE,
04/18/2023,C228,Customer 228,ORD02512,P043,Deluxe Formal Underwear,Underwear,-3,79.21,-237.63,RETURN,Wrong Item Received
05/09/2023,C403,Customer 403,ORD02513,P025,Slim Vintage Shirts,Shirts,1,90.71,90.71,PURCHASE,
05/20/2023,C403,Customer 403,ORD02513,P025,Slim Vintage Shirts,Shirts,-1,90.71,-90.71,RETURN,Color Mismatch
07/04/2023,C428,Customer 428,ORD02514,P027,Essential Modern Accessories,Accessories,1,280.55,280.55,PURCHASE,
04/05/2023,C044,Customer 44,ORD02515,P032,Ultra Casual Accessories,Accessories,2,252.74,505.48,PURCHASE,
05/10/2023,C459,Customer 459,ORD02516,P023,Luxury Casual Footwear,Footwear,2,283.44,566.88,PURCHASE,
09/27/2023,C131,Customer 131,ORD02517,P027,Essential Modern Accessories,Accessories,3,280.55,841.65,PURCHASE,
06/20/2023,C183,Customer 183,ORD02518,P044,Deluxe Modern Accessories,Accessories,1,247.62,247.62,PURCHASE,
01/08/2023,C363,Customer 363,ORD02519,P041,Relaxed Casual Activewear,Activewear,1,254.31,254.31,PURCHASE,
02/23/2023,C413,Customer 413,ORD02520,P042,Luxury Modern Pants,Pants,3,294.81,884.43,PURCHASE,
02/16/2023,C133,Customer 133,ORD02521,P050,Classic Casual Jackets,Jackets,3,180.01,540.03,PURCHASE,
10/25/2023,C416,Customer 416,ORD02522,P011,Essential Vintage Shirts,Shirts,3,54.34,163.02,PURCHASE,
10/31/2023,C416,Customer 416,ORD02522,P011,Essential Vintage Shirts,Shirts,-3,54.34,-163.02,RETURN,Style Not as Expected
12/25/2023,C456,Customer 456,ORD02523,P036,Basic Modern Underwear,Underwear,1,299.73,299.73,PURCHASE,
01/06/2024,C456,Customer 456,ORD02523,P036,Basic Modern Underwear,Underwear,-1,299.73,-299.73,RETURN,Not As Described
10/05/2023,C399,Customer 399,ORD02524,P050,Classic Casual Jackets,Jackets,2,180.01,360.02,PURCHASE,
10/13/2023,C399,Customer 399,ORD02524,P050,Classic Casual Jackets,Jackets,-2,180.01,-360.02,RETURN,Defective Product
06/16/2023,C106,Customer 106,ORD02525,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
05/09/2023,C383,Customer 383,ORD02526,P031,Classic Vintage Swimwear,Swimwear,1,282.96,282.96,PURCHASE,
05/14/2023,C383,Customer 383,ORD02526,P031,Classic Vintage Swimwear,Swimwear,-1,282.96,-282.96,RETURN,Wrong Size
12/02/2023,C327,Customer 327,ORD02527,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
05/13/2023,C428,Customer 428,ORD02528,P043,Deluxe Formal Underwear,Underwear,3,79.21,237.63,PURCHASE,
04/24/2023,C169,Customer 169,ORD02529,P007,Classic Athletic Pants,Pants,1,232.75,232.75,PURCHASE,
11/04/2023,C361,Customer 361,ORD02530,P046,Premium Athletic Outerwear,Outerwear,2,238.48,476.96,PURCHASE,
10/31/2023,C368,Customer 368,ORD02531,P043,Deluxe Formal Underwear,Underwear,1,79.21,79.21,PURCHASE,
11/14/2023,C368,Customer 368,ORD02531,P043,Deluxe Formal Underwear,Underwear,-1,79.21,-79.21,RETURN,Changed Mind
01/15/2023,C492,Customer 492,ORD02532,P021,Basic Athletic Swimwear,Swimwear,1,128.01,128.01,PURCHASE,
01/26/2023,C492,Customer 492,ORD02532,P021,Basic Athletic Swimwear,Swimwear,-1,128.01,-128.01,RETURN,Style Not as Expected
08/09/2023,C211,Customer 211,ORD02533,P005,Slim Vintage Pants,Pants,3,225.34,676.02,PURCHASE,
08/18/2023,C211,Customer 211,ORD02533,P005,Slim Vintage Pants,Pants,-3,225.34,-676.02,RETURN,Fit Issues
12/02/2023,C427,Customer 427,ORD02534,P004,Ultra Casual Shirts,Shirts,3,118.58,355.74,PURCHASE,
09/03/2023,C337,Customer 337,ORD02535,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
08/04/2023,C462,Customer 462,ORD02536,P019,Essential Casual Dresses,Dresses,3,198.26,594.78,PURCHASE,
03/22/2023,C425,Customer 425,ORD02537,P002,Relaxed Formal Underwear,Underwear,1,83.35,83.35,PURCHASE,
03/26/2023,C425,Customer 425,ORD02537,P002,Relaxed Formal Underwear,Underwear,-1,83.35,-83.35,RETURN,Changed Mind
05/27/2023,C230,Customer 230,ORD02538,P011,Essential Vintage Shirts,Shirts,1,54.34,54.34,PURCHASE,
07/28/2023,C208,Customer 208,ORD02539,P042,Luxury Modern Pants,Pants,3,294.81,884.43,PURCHASE,
11/13/2023,C031,Customer 31,ORD02540,P016,Luxury Casual Dresses,Dresses,2,159.32,318.64,PURCHASE,
11/10/2023,C328,Customer 328,ORD02541,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
10/10/2023,C369,Customer 369,ORD02542,P018,Deluxe Casual Underwear,Underwear,2,175.89,351.78,PURCHASE,
12/13/2023,C058,Customer 58,ORD02543,P045,Essential Modern Shirts,Shirts,1,248.15,248.15,PURCHASE,
07/09/2023,C008,Customer 8,ORD02544,P004,Ultra Casual Shirts,Shirts,3,118.58,355.74,PURCHASE,
12/02/2023,C169,Customer 169,ORD02545,P023,Luxury Casual Footwear,Footwear,1,283.44,283.44,PURCHASE,
09/06/2023,C464,Customer 464,ORD02546,P027,Essential Modern Accessories,Accessories,3,280.55,841.65,PURCHASE,
08/27/2023,C169,Customer 169,ORD02547,P005,Slim Vintage Pants,Pants,3,225.34,676.02,PURCHASE,
06/15/2023,C376,Customer 376,ORD02548,P046,Premium Athletic Outerwear,Outerwear,3,238.48,715.44,PURCHASE,
01/02/2023,C125,Customer 125,ORD02549,P021,Basic Athletic Swimwear,Swimwear,1,128.01,128.01,PURCHASE,
12/26/2023,C493,Customer 493,ORD02550,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
04/15/2023,C192,Customer 192,ORD02551,P039,Essential Athletic Footwear,Footwear,2,236.29,472.58,PURCHASE,
04/27/2023,C192,Customer 192,ORD02551,P039,Essential Athletic Footwear,Footwear,-2,236.29,-472.58,RETURN,Wrong Size
12/16/2023,C232,Customer 232,ORD02552,P037,Deluxe Vintage Shirts,Shirts,3,129.15,387.45,PURCHASE,
11/06/2023,C449,Customer 449,ORD02553,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
07/10/2023,C322,Customer 322,ORD02554,P033,Ultra Casual Dresses,Dresses,2,208.62,417.24,PURCHASE,
04/30/2023,C076,Customer 76,ORD02555,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
08/19/2023,C446,Customer 446,ORD02556,P032,Ultra Casual Accessories,Accessories,2,252.74,505.48,PURCHASE,
11/27/2023,C087,Customer 87,ORD02557,P007,Classic Athletic Pants,Pants,2,232.75,465.5,PURCHASE,
04/29/2023,C494,Customer 494,ORD02558,P034,Signature Modern Outerwear,Outerwear,2,289.46,578.92,PURCHASE,
10/14/2023,C393,Customer 393,ORD02559,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
05/19/2023,C043,Customer 43,ORD02560,P041,Relaxed Casual Activewear,Activewear,1,254.31,254.31,PURCHASE,
12/14/2023,C424,Customer 424,ORD02561,P007,Classic Athletic Pants,Pants,1,232.75,232.75,PURCHASE,
05/10/2023,C250,Customer 250,ORD02562,P023,Luxury Casual Footwear,Footwear,3,283.44,850.32,PURCHASE,
05/15/2023,C250,Customer 250,ORD02562,P023,Luxury Casual Footwear,Footwear,-3,283.44,-850.32,RETURN,Wrong Size
02/28/2023,C376,Customer 376,ORD02563,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
03/25/2023,C256,Customer 256,ORD02564,P030,Ultra Casual Dresses,Dresses,1,160.11,160.11,PURCHASE,
03/28/2023,C364,Customer 364,ORD02565,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
09/17/2023,C490,Customer 490,ORD02566,P035,Basic Athletic Activewear,Activewear,1,242.57,242.57,PURCHASE,
05/02/2023,C351,Customer 351,ORD02567,P009,Deluxe Formal Footwear,Footwear,1,212.65,212.65,PURCHASE,
10/01/2023,C232,Customer 232,ORD02568,P037,Deluxe Vintage Shirts,Shirts,3,129.15,387.45,PURCHASE,
08/13/2023,C303,Customer 303,ORD02569,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
01/24/2023,C452,Customer 452,ORD02570,P007,Classic Athletic Pants,Pants,2,232.75,465.5,PURCHASE,
10/03/2023,C278,Customer 278,ORD02571,P012,Premium Modern Dresses,Dresses,1,54.8,54.8,PURCHASE,
01/27/2023,C238,Customer 238,ORD02572,P018,Deluxe Casual Underwear,Underwear,1,175.89,175.89,PURCHASE,
01/27/2023,C150,Customer 150,ORD02573,P028,Essential Formal Accessories,Accessories,1,155.65,155.65,PURCHASE,
08/15/2023,C017,Customer 17,ORD02574,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
08/27/2023,C017,Customer 17,ORD02574,P014,Luxury Formal Footwear,Footwear,-3,213.95,-641.85,RETURN,Wrong Size
09/25/2023,C379,Customer 379,ORD02575,P032,Ultra Casual Accessories,Accessories,3,252.74,758.22,PURCHASE,
10/24/2023,C031,Customer 31,ORD02576,P041,Relaxed Casual Activewear,Activewear,2,254.31,508.62,PURCHASE,
03/11/2023,C236,Customer 236,ORD02577,P047,Signature Casual Dresses,Dresses,3,130.88,392.64,PURCHASE,
03/22/2023,C236,Customer 236,ORD02577,P047,Signature Casual Dresses,Dresses,-3,130.88,-392.64,RETURN,Wrong Size
12/27/2023,C109,Customer 109,ORD02578,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
09/27/2023,C301,Customer 301,ORD02579,P047,Signature Casual Dresses,Dresses,2,130.88,261.76,PURCHASE,
05/03/2023,C365,Customer 365,ORD02580,P012,Premium Modern Dresses,Dresses,1,54.8,54.8,PURCHASE,
05/21/2023,C350,Customer 350,ORD02581,P025,Slim Vintage Shirts,Shirts,1,90.71,90.71,PURCHASE,
01/16/2023,C105,Customer 105,ORD02582,P049,Premium Athletic Accessories,Accessories,2,31.24,62.48,PURCHASE,
01/20/2023,C105,Customer 105,ORD02582,P049,Premium Athletic Accessories,Accessories,-2,31.24,-62.48,RETURN,Style Not as Expected
09/22/2023,C082,Customer 82,ORD02583,P031,Classic Vintage Swimwear,Swimwear,2,282.96,565.92,PURCHASE,
09/30/2023,C082,Customer 82,ORD02583,P031,Classic Vintage Swimwear,Swimwear,-2,282.96,-565.92,RETURN,Changed Mind
06/18/2023,C249,Customer 249,ORD02584,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
04/26/2023,C291,Customer 291,ORD02585,P017,Basic Athletic Jackets,Jackets,1,275.6,275.6,PURCHASE,
08/11/2023,C238,Customer 238,ORD02586,P043,Deluxe Formal Underwear,Underwear,3,79.21,237.63,PURCHASE,
06/18/2023,C072,Customer 72,ORD02587,P021,Basic Athletic Swimwear,Swimwear,3,128.01,384.03,PURCHASE,
06/17/2023,C099,Customer 99,ORD02588,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
06/28/2023,C099,Customer 99,ORD02588,P038,Classic Formal Activewear,Activewear,-1,41.55,-41.55,RETURN,Quality Issues
02/25/2023,C040,Customer 40,ORD02589,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
11/23/2023,C408,Customer 408,ORD02590,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
01/11/2023,C144,Customer 144,ORD02591,P003,Basic Athletic Shirts,Shirts,2,194.57,389.14,PURCHASE,
06/06/2023,C412,Customer 412,ORD02592,P024,Slim Vintage Shirts,Shirts,1,109.97,109.97,PURCHASE,
01/29/2023,C492,Customer 492,ORD02593,P037,Deluxe Vintage Shirts,Shirts,2,129.15,258.3,PURCHASE,
10/29/2023,C403,Customer 403,ORD02594,P042,Luxury Modern Pants,Pants,3,294.81,884.43,PURCHASE,
04/26/2023,C089,Customer 89,ORD02595,P006,Deluxe Casual Footwear,Footwear,2,59.92,119.84,PURCHASE,
10/25/2023,C131,Customer 131,ORD02596,P044,Deluxe Modern Accessories,Accessories,1,247.62,247.62,PURCHASE,
09/28/2023,C180,Customer 180,ORD02597,P009,Deluxe Formal Footwear,Footwear,1,212.65,212.65,PURCHASE,
07/09/2023,C437,Customer 437,ORD02598,P013,Slim Modern Footwear,Footwear,2,296.95,593.9,PURCHASE,
07/21/2023,C437,Customer 437,ORD02598,P013,Slim Modern Footwear,Footwear,-2,296.95,-593.9,RETURN,Style Not as Expected
05/04/2023,C267,Customer 267,ORD02599,P004,Ultra Casual Shirts,Shirts,1,118.58,118.58,PURCHASE,
02/09/2023,C257,Customer 257,ORD02600,P013,Slim Modern Footwear,Footwear,1,296.95,296.95,PURCHASE,
05/15/2023,C038,Customer 38,ORD02601,P040,Ultra Casual Underwear,Underwear,3,143.86,431.58,PURCHASE,
10/16/2023,C252,Customer 252,ORD02602,P029,Premium Formal Shirts,Shirts,2,32.48,64.96,PURCHASE,
08/07/2023,C010,Customer 10,ORD02603,P040,Ultra Casual Underwear,Underwear,1,143.86,143.86,PURCHASE,
08/18/2023,C034,Customer 34,ORD02604,P011,Essential Vintage Shirts,Shirts,2,54.34,108.68,PURCHASE,
12/24/2023,C308,Customer 308,ORD02605,P028,Essential Formal Accessories,Accessories,1,155.65,155.65,PURCHASE,
01/07/2024,C308,Customer 308,ORD02605,P028,Essential Formal Accessories,Accessories,-1,155.65,-155.65,RETURN,Fit Issues
02/05/2023,C259,Customer 259,ORD02606,P036,Basic Modern Underwear,Underwear,1,299.73,299.73,PURCHASE,
03/23/2023,C140,Customer 140,ORD02607,P028,Essential Formal Accessories,Accessories,2,155.65,311.3,PURCHASE,
01/03/2023,C468,Customer 468,ORD02608,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
10/06/2023,C391,Customer 391,ORD02609,P014,Luxury Formal Footwear,Footwear,1,213.95,213.95,PURCHASE,
09/10/2023,C220,Customer 220,ORD02610,P002,Relaxed Formal Underwear,Underwear,1,83.35,83.35,PURCHASE,
09/28/2023,C148,Customer 148,ORD02611,P049,Premium Athletic Accessories,Accessories,2,31.24,62.48,PURCHASE,
08/11/2023,C014,Customer 14,ORD02612,P031,Classic Vintage Swimwear,Swimwear,1,282.96,282.96,PURCHASE,
08/09/2023,C034,Customer 34,ORD02613,P020,Classic Vintage Footwear,Footwear,1,199.09,199.09,PURCHASE,
02/21/2023,C312,Customer 312,ORD02614,P032,Ultra Casual Accessories,Accessories,1,252.74,252.74,PURCHASE,
05/23/2023,C069,Customer 69,ORD02615,P009,Deluxe Formal Footwear,Footwear,2,212.65,425.3,PURCHASE,
09/10/2023,C022,Customer 22,ORD02616,P023,Luxury Casual Footwear,Footwear,2,283.44,566.88,PURCHASE,
09/18/2023,C022,Customer 22,ORD02616,P023,Luxury Casual Footwear,Footwear,-2,283.44,-566.88,RETURN,Fit Issues
03/17/2023,C052,Customer 52,ORD02617,P037,Deluxe Vintage Shirts,Shirts,3,129.15,387.45,PURCHASE,
08/08/2023,C232,Customer 232,ORD02618,P034,Signature Modern Outerwear,Outerwear,1,289.46,289.46,PURCHASE,
08/15/2023,C232,Customer 232,ORD02618,P034,Signature Modern Outerwear,Outerwear,-1,289.46,-289.46,RETURN,Not As Described
12/24/2023,C348,Customer 348,ORD02619,P003,Basic Athletic Shirts,Shirts,3,194.57,583.71,PURCHASE,
11/06/2023,C499,Customer 499,ORD02620,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
11/14/2023,C499,Customer 499,ORD02620,P036,Basic Modern Underwear,Underwear,-3,299.73,-899.19,RETURN,Defective Product
09/04/2023,C256,Customer 256,ORD02621,P021,Basic Athletic Swimwear,Swimwear,2,128.01,256.02,PURCHASE,
08/11/2023,C054,Customer 54,ORD02622,P030,Ultra Casual Dresses,Dresses,1,160.11,160.11,PURCHASE,
08/21/2023,C054,Customer 54,ORD02622,P030,Ultra Casual Dresses,Dresses,-1,160.11,-160.11,RETURN,Fit Issues
09/29/2023,C097,Customer 97,ORD02623,P014,Luxury Formal Footwear,Footwear,2,213.95,427.9,PURCHASE,
10/11/2023,C097,Customer 97,ORD02623,P014,Luxury Formal Footwear,Footwear,-2,213.95,-427.9,RETURN,Wrong Size
05/21/2023,C482,Customer 482,ORD02624,P009,Deluxe Formal Footwear,Footwear,2,212.65,425.3,PURCHASE,
09/04/2023,C141,Customer 141,ORD02625,P014,Luxury Formal Footwear,Footwear,1,213.95,213.95,PURCHASE,
04/08/2023,C480,Customer 480,ORD02626,P039,Essential Athletic Footwear,Footwear,2,236.29,472.58,PURCHASE,
05/07/2023,C299,Customer 299,ORD02627,P037,Deluxe Vintage Shirts,Shirts,1,129.15,129.15,PURCHASE,
05/13/2023,C220,Customer 220,ORD02628,P042,Luxury Modern Pants,Pants,3,294.81,884.43,PURCHASE,
10/18/2023,C035,Customer 35,ORD02629,P015,Signature Formal Jackets,Jackets,1,78.25,78.25,PURCHASE,
07/04/2023,C434,Customer 434,ORD02630,P001,Classic Formal Dresses,Dresses,3,146.34,439.02,PURCHASE,
07/05/2023,C434,Customer 434,ORD02630,P001,Classic Formal Dresses,Dresses,-3,146.34,-439.02,RETURN,Wrong Size
08/11/2023,C315,Customer 315,ORD02631,P045,Essential Modern Shirts,Shirts,2,248.15,496.3,PURCHASE,
11/01/2023,C441,Customer 441,ORD02632,P019,Essential Casual Dresses,Dresses,2,198.26,396.52,PURCHASE,
11/13/2023,C441,Customer 441,ORD02632,P019,Essential Casual Dresses,Dresses,-2,198.26,-396.52,RETURN,Wrong Item Received
10/05/2023,C498,Customer 498,ORD02633,P043,Deluxe Formal Underwear,Underwear,2,79.21,158.42,PURCHASE,
11/15/2023,C336,Customer 336,ORD02634,P042,Luxury Modern Pants,Pants,2,294.81,589.62,PURCHASE,
11/23/2023,C336,Customer 336,ORD02634,P042,Luxury Modern Pants,Pants,-2,294.81,-589.62,RETURN,Style Not as Expected
08/06/2023,C113,Customer 113,ORD02635,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
02/22/2023,C261,Customer 261,ORD02636,P050,Classic Casual Jackets,Jackets,2,180.01,360.02,PURCHASE,
03/02/2023,C081,Customer 81,ORD02637,P039,Essential Athletic Footwear,Footwear,3,236.29,708.87,PURCHASE,
03/16/2023,C081,Customer 81,ORD02637,P039,Essential Athletic Footwear,Footwear,-3,236.29,-708.87,RETURN,Style Not as Expected
05/09/2023,C128,Customer 128,ORD02638,P021,Basic Athletic Swimwear,Swimwear,2,128.01,256.02,PURCHASE,
05/19/2023,C128,Customer 128,ORD02638,P021,Basic Athletic Swimwear,Swimwear,-2,128.01,-256.02,RETURN,Wrong Item Received
03/07/2023,C239,Customer 239,ORD02639,P020,Classic Vintage Footwear,Footwear,1,199.09,199.09,PURCHASE,
10/22/2023,C051,Customer 51,ORD02640,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
07/24/2023,C450,Customer 450,ORD02641,P003,Basic Athletic Shirts,Shirts,3,194.57,583.71,PURCHASE,
07/29/2023,C450,Customer 450,ORD02641,P003,Basic Athletic Shirts,Shirts,-3,194.57,-583.71,RETURN,Style Not as Expected
12/11/2023,C260,Customer 260,ORD02642,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
09/08/2023,C425,Customer 425,ORD02643,P027,Essential Modern Accessories,Accessories,1,280.55,280.55,PURCHASE,
10/29/2023,C173,Customer 173,ORD02644,P044,Deluxe Modern Accessories,Accessories,1,247.62,247.62,PURCHASE,
01/31/2023,C372,Customer 372,ORD02645,P010,Premium Casual Accessories,Accessories,1,139.32,139.32,PURCHASE,
09/29/2023,C382,Customer 382,ORD02646,P048,Luxury Formal Footwear,Footwear,1,28.94,28.94,PURCHASE,
10/09/2023,C382,Customer 382,ORD02646,P048,Luxury Formal Footwear,Footwear,-1,28.94,-28.94,RETURN,Fit Issues
12/30/2023,C031,Customer 31,ORD02647,P019,Essential Casual Dresses,Dresses,1,198.26,198.26,PURCHASE,
03/22/2023,C077,Customer 77,ORD02648,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
03/28/2023,C077,Customer 77,ORD02648,P038,Classic Formal Activewear,Activewear,-1,41.55,-41.55,RETURN,Not As Described
09/02/2023,C138,Customer 138,ORD02649,P042,Luxury Modern Pants,Pants,1,294.81,294.81,PURCHASE,
02/21/2023,C451,Customer 451,ORD02650,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
05/12/2023,C071,Customer 71,ORD02651,P048,Luxury Formal Footwear,Footwear,1,28.94,28.94,PURCHASE,
12/17/2023,C138,Customer 138,ORD02652,P034,Signature Modern Outerwear,Outerwear,2,289.46,578.92,PURCHASE,
10/21/2023,C353,Customer 353,ORD02653,P003,Basic Athletic Shirts,Shirts,1,194.57,194.57,PURCHASE,
04/08/2023,C469,Customer 469,ORD02654,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
12/31/2023,C090,Customer 90,ORD02655,P043,Deluxe Formal Underwear,Underwear,2,79.21,158.42,PURCHASE,
08/16/2023,C188,Customer 188,ORD02656,P001,Classic Formal Dresses,Dresses,1,146.34,146.34,PURCHASE,
11/10/2023,C205,Customer 205,ORD02657,P029,Premium Formal Shirts,Shirts,3,32.48,97.44,PURCHASE,
11/22/2023,C205,Customer 205,ORD02657,P029,Premium Formal Shirts,Shirts,-3,32.48,-97.44,RETURN,Style Not as Expected
06/18/2023,C387,Customer 387,ORD02658,P037,Deluxe Vintage Shirts,Shirts,2,129.15,258.3,PURCHASE,
01/30/2023,C399,Customer 399,ORD02659,P035,Basic Athletic Activewear,Activewear,2,242.57,485.14,PURCHASE,
08/11/2023,C365,Customer 365,ORD02660,P013,Slim Modern Footwear,Footwear,1,296.95,296.95,PURCHASE,
10/19/2023,C498,Customer 498,ORD02661,P011,Essential Vintage Shirts,Shirts,3,54.34,163.02,PURCHASE,
10/20/2023,C498,Customer 498,ORD02661,P011,Essential Vintage Shirts,Shirts,-3,54.34,-163.02,RETURN,Style Not as Expected
05/14/2023,C450,Customer 450,ORD02662,P031,Classic Vintage Swimwear,Swimwear,3,282.96,848.88,PURCHASE,
05/23/2023,C450,Customer 450,ORD02662,P031,Classic Vintage Swimwear,Swimwear,-3,282.96,-848.88,RETURN,Quality Issues
08/06/2023,C185,Customer 185,ORD02663,P001,Classic Formal Dresses,Dresses,2,146.34,292.68,PURCHASE,
08/11/2023,C185,Customer 185,ORD02663,P001,Classic Formal Dresses,Dresses,-2,146.34,-292.68,RETURN,Wrong Size
10/24/2023,C486,Customer 486,ORD02664,P005,Slim Vintage Pants,Pants,2,225.34,450.68,PURCHASE,
11/04/2023,C486,Customer 486,ORD02664,P005,Slim Vintage Pants,Pants,-2,225.34,-450.68,RETURN,Fit Issues
10/05/2023,C494,Customer 494,ORD02665,P004,Ultra Casual Shirts,Shirts,2,118.58,237.16,PURCHASE,
01/13/2023,C355,Customer 355,ORD02666,P036,Basic Modern Underwear,Underwear,2,299.73,599.46,PURCHASE,
02/14/2023,C056,Customer 56,ORD02667,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
12/27/2023,C149,Customer 149,ORD02668,P034,Signature Modern Outerwear,Outerwear,2,289.46,578.92,PURCHASE,
12/28/2023,C149,Customer 149,ORD02668,P034,Signature Modern Outerwear,Outerwear,-2,289.46,-578.92,RETURN,Color Mismatch
06/14/2023,C436,Customer 436,ORD02669,P047,Signature Casual Dresses,Dresses,3,130.88,392.64,PURCHASE,
07/24/2023,C455,Customer 455,ORD02670,P023,Luxury Casual Footwear,Footwear,3,283.44,850.32,PURCHASE,
12/28/2023,C375,Customer 375,ORD02671,P026,Classic Modern Pants,Pants,1,296.67,296.67,PURCHASE,
03/23/2023,C271,Customer 271,ORD02672,P035,Basic Athletic Activewear,Activewear,3,242.57,727.71,PURCHASE,
08/25/2023,C369,Customer 369,ORD02673,P031,Classic Vintage Swimwear,Swimwear,3,282.96,848.88,PURCHASE,
11/01/2023,C252,Customer 252,ORD02674,P032,Ultra Casual Accessories,Accessories,3,252.74,758.22,PURCHASE,
